Ranking;Nombre;NIF;patentes;ano_constitucion;poblacion;comarca;sector_amigable;grupo_empresarial;rol_en_grupo;ventas_confianza;empleados_numero;empleados_fuente;ceo_actual;ventas_reales;ventas_fuente;inversores_capital_privado;usa_ia;ia_detalle;stack_nivel;stack_detalle;equipo_tech_estimacion;roles_tech_detectados;pct_exportacion;inversion_id;mercado_b2b_b2c;posicion_mercado;producto_propio;mercado_cotizacion;tipologia_propiedad;taxonomia_confianza;taxonomia_razonamiento;rol_ecosistema;rol_ecosistema_confianza;rol_ecosistema_razonamiento;es_campeona_oculta
166;CMO VALVES TECHNOLOGY SL.;B75189639;0.0;2017;Tolosa;Tolosaldea;Maquinaria y equipo;;independiente;media;98.0;eInforma (año 2025, 17/12/2025);Pablo Gomez;33879510.0;eInforma 2024 (crecimiento 1.35% respecto a 2023);;;;;;sin evidencia;;82;Certificación ISO 9001 desde 1997. Presencia en más de 100 países. Centros de diseño y fabricación modernizados. Innovación continua en productos (dampers bidireccionales, válvulas especiales). Sedes en China para supervisión de calidad;B2B;Mundial;Sí, válvulas de guillotina (knife gate valves), dampers, compuertas y penstocks para proyectos hidráulicos;No cotiza;Empresa familiar — Pyme;alta;Empresa familiar controlada por JOKAIK SL con administradores solidarios de la familia Diez Iglesias (padre e hijo). Ventas 33,9M€ y 98 empleados: no supera simultáneamente ambos umbrales de gran grupo (ventas <50M€). Sin PE identificado.;Campeona oculta;alta;Empresa familiar vasca, fabricante B2B de válvulas industriales especiales (knife gate valves, dampers, compuertas) con presencia en más de 100 países y exportación del 82%. Se autoclasifica como líder mundial en su nicho. Sin embargo, no está confirmada por Orkestra y no hay datos de I+D como % de ventas. Perfil compatible con INML: producto propio, B2B, alta exportación, nicho industrial específico, propiedad vasca.;
167;MARIE BRIZARD WINE & SPIRITS ESPAÑA SA.;A20612859;0.0;1997;Zizurkil;Donostialdea;Bebidas y tabaco;;independiente;baja;54.0;eInforma 2024 (entidad local Zizurkil);Khadraoui Fahd;;"Rango 6-30M€ (Informa 2024); caída 10.5% 2023-2024 (eInforma); 33.17M€ en 2022 (Infonif)";"La Martiniquaise-Bardinet (mayoritario, 51%+ desde 2019); COFEPP (Compagnie Financière Europeenne de Prises de Participation) - inyección capital 105.4M€ en 2021";;;;;sin evidencia;;60;Inversión en modernización: 6M€ (2014), 2M€ adicionales (2025). Mejora tecnológica, eficiencia productiva y sostenibilidad como pilares estratégicos;B2B;Mundial;Sí, marcas propias: Anisette Marie Brizard (flagship desde 1763), licores variados (triple seco, pipermint, mora, café, chocolate, fresa), vinos Marqués del Puerto (Rioja);No cotiza;Filial de multinacional extranjera;alta;Filial de Marie Brizard Wine & Spirits (MBWS), grupo controlado por La Martiniquaise-Bardinet con sede en Francia (>51% desde 2019). Matriz con sede fuera de España.;Resto del tejido empresarial;alta;Filial de multinacional francesa (Groupe MBWS, controlado por La Martiniquaise-Bardinet). Centro neurálgico mundial de embotellado de la marca Marie Brizard en Gipuzkoa. Exportación del 60%, empleadora relevante. Propiedad extranjera la clasifica como tractora.;
168;GUIFOR SL;B20345120;0.0;1990;Usurbil;Donostialdea;Comercio al por mayor;;independiente;baja;25.0;eInforma 2024, Empresite 2025;;32640000.0;"Infonif 2022 (32,64M€); eInforma indica crecimiento 17,75% 2022-2023";;No;;Básico;Plataforma e-commerce PrestaShop (tienda online). Sistemas de monitorización y geolocalización de maquinaria (TimberMatic, TimberManager, TimberMaps) desarrollados por John Deere, no propios. No hay evidencia de stack tecnológico avanzado propio.;mínimo (<5);;;;B2B;Nacional;No (distribuidor exclusivo). Distribuye maquinaria John Deere y marcas complementarias (Gilbert, Axsel, Omef, Waratah, Bandit, Mecanil, Moipu). Ofrece servicio técnico oficial, repuestos y maquinaria usada revisada.;No cotiza;Empresa familiar — Pyme;baja;Sin datos públicos de accionariado. Ventas 32,6M€ y 25 empleados. Por defecto estadístico para pyme vasca sin datos: empresa familiar pyme. Confianza baja por ausencia de información.;Resto del tejido empresarial;alta;Distribuidor exclusivo en España de maquinaria forestal John Deere. Sin fabricación propia, sin I+D, 25 empleados. Empresa familiar distribuidora con posición de referente nacional pero sin liderazgo de nicho propio ni escala para otras categorías.;
169;SORALUCE HERMANOS SA;A20069472;0.0;1980;Azkoitia;Urola-Costa;Productos metálicos;;independiente;alta;64.0;Einforma 2025;Miren-olatz Soraluce Elorza;;"Cifra exacta 2024 no disponible; crecimiento 4.34% respecto 2023; rango >30 millones euros según Informa";;No;;Básico;Máquinas de medición ZEISS (Spectrum, Contura). Sistema de verificación por visión artificial para control de calidad. Tecnología de estampación en frío de precisión. No hay evidencia de stack IT avanzado, cloud, ERP moderno o desarrollo propio;mínimo (<5);;;Subvención SPRI recibida (Agencia Vasca de Desarrollo Empresarial). Inversión en equipamiento de medición de precisión (ZEISS). No hay evidencia de centro I+D formal ni % sobre ventas;B2B;Nacional;Sí, tuercas especiales, casquillos, piezas especiales y arandelas fabricadas por estampación en frío para automoción;No cotiza;Empresa familiar — Pyme;alta;Familia Soraluce Elorza es propietaria mayoritaria con administradora única de la misma familia. Ventas 32,5M€ y 64 empleados: no supera los umbrales de gran grupo. Sin PE identificado.;Resto del tejido empresarial;alta;Empresa familiar fabricante de componentes de precisión para automoción (estampación en frío). Posición de referente nacional, sin evidencia de liderazgo mundial en nicho, sin centro I+D formal, 64 empleados. Pyme industrial de calidad pero sin los criterios de campeona oculta (liderazgo mundial, I+D >4%).;True
170;ISGA INMUEBLES SAU;A75088773;0.0;2013;Arrasate/Mondragón;Alto Deba;Construcción de edificios;;independiente;baja;;"Empresite/Informa: 0 empleados registrados (2024); Axesor: entre 1-10 empleados; Infoempresa: sin asalariados. Inconsistencia en registros - empresa es unipersonal administrada por Caja Laboral Popular";;;Múltiples fuentes con datos contradictorios: Axesor (3-50M€), Informa (>30M€), Infoempresa (>50M€), Economia3 (32,71M€ en 2022, 72,30M€ en 2021). Einforma reporta caída 54,06% 2022-2023. Dato verificado: facturación superior a 2,5M€ (Empresia);;No;;;;sin evidencia;;0;;B2B;Regional;No (servicios de gestión y promoción inmobiliaria delegada);No cotiza;Cooperativa Mondragón;alta;Propiedad al 100% de Caja Laboral Popular SCC (Laboral Kutxa), cooperativa de crédito integrada en la Corporación MONDRAGON. Es una filial instrumental del Grupo Laboral Kutxa, perteneciente al ecosistema Mondragón.;Resto del tejido empresarial;alta;Sociedad gestora de activos inmobiliarios del Grupo Laboral Kutxa (Caja Laboral, 100%). Actividad de promoción y gestión inmobiliaria local/regional, sin exportación, sin I+D, sin producto propio. No encaja en ninguna categoría de campeona.;
171;REGAL BELOIT SPAIN SA.;A20034278;0.0;1970;Zizurkil;Donostialdea;Maquinaria y equipo;;independiente;baja;90.0;eInforma 2025, Axesor (77 empleados), Empresite (90 empleados año 2025);;;Rango estimado 6-30 millones EUR (Informa D&B), 15-30 millones EUR (Iberinform), sin cifra exacta 2024 disponible;;Sí;Regal Rexnord (grupo matriz) desarrolla plataforma Perceptiv™ con IA/ML para mantenimiento predictivo y monitoreo de condiciones en sistemas industriales. Integración con Microsoft Azure. Análisis de datos para extender vida útil de equipos y reducir tiempo de inactividad. Futuras innovaciones de IA y aprendizaje automático basadas en 125 años de datos de ingeniería.;Avanzado;Grupo Regal Rexnord: Cloud (Microsoft Azure), IoT (plataforma Perceptiv), mantenimiento predictivo, análisis de datos avanzado, integración de sistemas heredados. A nivel local Zizurkil: integración en sistemas de calidad ISO 9001 y OHSAS 18001 certificados por DNV.;mínimo (<5);;;Grupo Regal Rexnord invierte >$50 millones anuales en I+D (2024). Desarrollo de productos innovadores: motores de eficiencia energética (reducción 25% consumo), plataforma Perceptiv™ para mantenimiento predictivo. Centro I+D global en Hyderabad y Pune (Regal Rexnord). Certificaciones ISO 9001 y OHSAS 18001 en Zizurkil.;B2B;Mundial;Sí, acoplamientos JAURE® (flexibles, rígidos, semielásticos, elásticos, con pasador de seguridad, metálicos en miniatura, de dientes abombados, de láminas, de barriletes, de composites CFRP, para aerogeneradores). Líneas de ejes en composite. Limitadores de par. Soluciones personalizadas de transmisión mecánica.;No cotiza;Filial de multinacional extranjera;alta;Socio único RRX Netherlands Holdings B.V., filial de Regal Rexnord Corporation (cotizada NYSE: RRX), grupo estadounidense. Control 100% por matriz con sede fuera de España.;Resto del tejido empresarial;alta;Filial de Regal Rexnord Corporation (multinacional estadounidense, NYSE: RRX). Fabrica acoplamientos JAURE®, líder europeo en acoplamientos flexibles desde 1958. Propiedad extranjera la clasifica como tractora. Presencia significativa en Zizurkil (Gipuzkoa) con producto propio de alta especialización y arrastre al ecosistema industrial local.;
172;AVANZA MOVILIDAD GIPUZKOA SA.;A20026084;0.0;1955;Arrasate/Mondragón;Alto Deba;Transporte;;independiente;baja;281.0;eInforma (año 2024, actualizado 20/03/2026);Valentín Alonso Soroa;53900000.0;"eInforma: crecimiento 5.78% en 2024 respecto a 2023; Axesor: rango 3.000.001-50.000.000€; estimación calculada sobre base 2023";Grupo Mobility ADO (México) - propietario 100% desde 2013. Históricamente: Doughty Hanson (capital riesgo europeo) fue propietario 2006-2013;Sí;Avanza implementa IA para localización de objetos perdidos en autobuses interurbanos (Madrid). Evidencia de iniciativas de innovación tecnológica en movilidad sostenible mencionadas en comunicaciones corporativas del CEO Valentín Alonso Soroa;Básico;No hay evidencia de stack tecnológico avanzado. Empresa de transporte tradicional con operaciones digitales estándar. Web corporativa funcional (pesa.net). Sistema de reserva y venta de billetes online. Gestión de flotas y operaciones de transporte;mínimo (<5);No se detectan ofertas de empleo tech específicas. Estructura típica de operador de transporte sin departamento IT significativo;0;Subvención recibida del Departamento de Desarrollo Económico e Infraestructuras de la Comunidad Autónoma del País Vasco (auditada 31/05/2024). No hay evidencia de centro I+D propio ni inversión significativa en I+D como % de ventas;B2C;Regional;No (operador de servicios públicos de transporte). Presta servicios de transporte de viajeros bajo concesiones públicas. No desarrolla producto propio sino que gestiona servicios de transporte por carretera;No cotiza;Filial de multinacional extranjera;alta;Controlada al 100% por Grupo Avanza, propiedad del grupo mexicano Mobility ADO desde 2013. Matriz con sede fuera de España (México).;Resto del tejido empresarial;alta;Filial del grupo mexicano Mobility ADO (100%). Operador de transporte público de viajeros en Gipuzkoa con 281 empleados y ~54M€ de ventas. Propiedad extranjera, sin exportación ni I+D. Encaja como tractora por su tamaño y presencia local significativa bajo propiedad multinacional extranjera.;
174;INDUSTRIAL BOROBIL SA;A20046272;0.0;1976;Villabona;Tolosaldea;Madera, papel y artes gráficas;;independiente;media;40.0;eInforma (04/02/2026) - entidad local Villabona;Javier Ibáñez;40000000.0;Estimado 2024 basado en crecimiento 28.3% sobre 2023 (ranking empresas 2022: 34.1M€);;No;;Básico;Sistemas OEE para control de calidad de producción. Herramientas EcoVadis para medición de sostenibilidad. Maquinaria automatizada (máquinas Pasaban y Miltex). Procesos totalmente automatizados. Apoyo SPRI en programas: Enpresa Digitala, Ciberseguridad Empresarial, Renove Industria 4.0. Inversión 3.5M€ en modernización (programa Industria Digitala);mínimo (<5);;Importadora y exportadora confirmado, pero % específico no disponible. Alcance: España, Francia, Portugal;Inversión en tecnología avanzada confirmada. Programa Renove Industria 4.0 (SPRI) para nuevo equipo corte cartón. Inversión 3.5M€ en estrategia modernización (Industria Digitala SPRI). Reinversión continua en maquinaria puntera. Centro operativo propio en Villabona (5.000 m²) + delegación Barcelona (16 empleados);B2B;Europeo;Sí, servicios de transformación y distribución de papel/cartón en hojas. Productos: cartón Folding, papel Kraft, cartón con barrera antigrasa, cartón con polietileno. Capacidad: 85.000 toneladas/año, 8.000 toneladas en stock;No cotiza;Empresa familiar — Pyme;media;Empresa familiar con propietarios identificados (Javier Ibáñez y Javier Gabarain) que ejercen también funciones directivas. Ventas 40M€ y 40 empleados: no supera los umbrales de gran grupo. Sin PE identificado.;Resto del tejido empresarial;alta;Empresa familiar transformadora y distribuidora de papel y cartón. Aunque se autoclasifica como líder europeo, su actividad es de transformación/distribución (corte a medida), no fabricación de producto propio con I+D. Sin patentes, mercado España-Francia-Portugal, 40 empleados. No cumple criterios de campeona oculta (no es fabricante con liderazgo mundial en nicho tecnológico).;
175;COMINTER TISU SL;B62110101;0.0;1999;Hernani;Donostialdea;Madera, papel y artes gráficas;;independiente;alta;28.0;eInforma 2025 (29/01/2026);;;;;;;;;sin evidencia;;50-70;Inversión en mejora tecnológica: 800.000€ en incorporación de yankee de alta eficiencia energética (2019). Recepción de ayudas IDEA/IVACE cofinanciadas por UE (FEDER 2014-2020). Ayudas electrointensivos y compensación CO2 2023-2025;B2B;Nacional;Sí, bobinas de papel tisú (PM3 del grupo con capacidad 25.000 toneladas/año). Exporta 50-70% de producción a mercados de bobinas internacionales (UK, Francia, Europa Central, Portugal, USA, Cuba, Marruecos);No cotiza;Filial de grupo español no vasco;alta;Controlada por Cominter Inversions SL, holding del Grupo Cominter, empresa familiar catalana con sede fuera de Euskadi. Control >50% por matriz española no vasca.;Resto del tejido empresarial;alta;Filial de Grupo Cominter (empresa familiar catalana, grupo español no vasco). Fabricante de papel tisú con exportación 50-70%, referente nacional pero sin liderazgo mundial en nicho. Encaja como filial tractora por su volumen productivo (25.000 t/año) y presencia industrial significativa en Gipuzkoa.;
177;SOCIEDAD VASCONGADA DE PUBLICACIONES, SOCIEDAD ANONIMA;A20004073;0.0;1934;Donostia-San Sebastián;Donostialdea;Medios, edición y audiovisual;;independiente;baja;119.0;eInforma (año 2025, 22/07/2025) - entidad local Gipuzkoa;David Martínez;57700000.0;RocketReach 2025 (57.7 millones USD ≈ 57.7 millones EUR);;Sí;Vocento (grupo matriz) ha anunciado objetivo de que el 70% de la plantilla esté formada y use herramientas de IA en diciembre de 2026. Aplicaciones: eficiencia operativa, medición y personalización de contenidos, liberación de tareas para que periodistas se centren en análisis e investigación, optimización de ingresos (suscripción y publicidad), automatización de edición del periódico en papel a partir del flujo digital;Avanzado;Plataforma digital propia (diariovasco.com), aplicación móvil (Google Play), gestión de contenidos multimedia, integración de múltiples soportes (web, papel, TV local, medios en transporte). Infraestructura de Vocento: cloud computing, sistemas de gestión editorial, analítica digital, plataforma de suscripción digital (on+);medio (5-20);Director de Desarrollo e Innovación (Iñigo Kortabitarte), roles de desarrollo web/app, técnicos de sistemas, especialistas en analítica digital y plataformas de suscripción;;Subvención pública 2024: 582.356,66 euros (Gobierno Vasco). Inversión en innovación digital y transformación de modelos de negocio (suscripción digital, automatización editorial con IA). Centro de innovación integrado en estructura de Vocento;Mixto;Nacional;Sí, El Diario Vasco (periódico flagship con 80% cuota mercado local), diariovasco.com (portal digital con 68% cuota), TeleDonosti (televisión local), DVBus (medio informativo en transporte urbano), San Sebastian Gastronomika (evento propio);No cotiza;Filial de grupo español no vasco;alta;Vocento S.A. controla el 75,81% del capital. Vocento es un grupo de comunicación español con sede en Madrid, fuera de Euskadi.;Resto del tejido empresarial;alta;Filial de Vocento S.A. (grupo de comunicación español no vasco, 75,81%). Editora de El Diario Vasco, líder regional en Gipuzkoa con 80% cuota. Relevante por escala (57,7M€, 119 empleados) y presencia mediática, pero propiedad de grupo español externo al ecosistema vasco.;
